25 2 25
1 -0.069114 0.692777
2 0.747793 -0.761665
3 0.760492 -0.483351
4 0.202362 -0.509973
5 -0.479941 -0.102237
6 0.180540 -0.616574
7 0.455736 0.005211
8 -0.297433 -0.043571
9 0.021530 -0.277138
10 0.174067 -0.296865
11 0.979802 0.634022
12 0.133069 0.898167
13 0.018456 -0.824989
14 0.176229 0.377373
15 -0.455081 -0.586216
16 -0.424802 0.594324
17 -0.335630 0.566413
18 -0.223909 -0.731020
19 0.241873 0.806862
20 -0.093004 0.497281
21 -0.579075 0.477084
22 -0.339664 0.126505
23 -0.378271 -0.338687
24 0.616124 -0.646105
25 0.100545 -0.101186
